[STRING]
String = 60000,test
String = 61594,敵人來的正是時候，我軍的英勇武士要大開殺戒！
String = 61595,狗賊#b02#看見本姑娘還敢多言，莫非當真是活得不耐煩了？
String = 61596,#b02#胸無點墨，手無寸力，也敢領兵征戰？讓本姑娘教你何謂兵法。
String = 61597,吾乃女將#a02#，逆賊早降，免遭屠戮！
String = 61598,賊將#b02#向日自誇神勇，遇上本姑娘也只有伏首稱臣的份！
String = 61599,賊將豈不聞我#a02#英雌之名？還不快快卸甲來降！
String = 61600,該死之徒，猶不納降，尚敢來與本姑娘對陣？
String = 61601,汝等大勢已去，見我#a02#在此，如何不降？
String = 61602,小賊死期至矣！局勢至此，竟還冥頑不靈！
String = 61603,汝乃無名下將，非#a03#敵手，何需白費力氣！
String = 61604,汝不思早降，猶欲抗拒，何不知天命耶！
String = 61605,奸賊，我軍乃天命所歸，汝等逆天行事，必敗無疑！
String = 61606,亂臣賊子休存僥倖，今日我等要大開殺戒！
String = 61607,吾欲縛汝#b02#於馬前，如擒一兔耳。
String = 61608,爾等弱勢如此，猶如螳臂擋車！
String = 61609,不怕死的就來一決勝負，和我#a02#交手的，還沒有一個人能活著看到明天的太陽！
String = 61610,有什麼遺言就快說，本將沒工夫陪你囉嗦！
String = 61611,將士們，殺賊的大好機會就在今日，衝啊！把他們殺個片甲不留！
String = 61612,小賊竟放肆至此，吾馳騁沙場的時候，汝還不知在哪裡呢！
String = 61613,#a03#原不屑與行伍小卒爭戰，無奈窄路相逢，只得略施氣力收拾汝等！
String = 61614,和我#a02#挑釁，賊將莫非活得不耐煩了？
String = 61615,賊將來得正好，將士們！今日終於有幸欣賞#b02#的落馬英姿！
String = 61616,我#a02#堂堂大將與汝等小卒對陣，汝等當感榮幸！
String = 61617,#b02#小兒大禍臨頭還不悔悟！也不看看孰強孰弱！
String = 61618,不識我#a02#，只恐汝悔之無門！
String = 61619,太陽的光芒已經照耀到這片土地，你們這些愚蠢的奸賊竟然還不臣服，甘願今日在這裏送死嗎？
String = 61620,勇士們！快快解決這些叛賊，早些回去享受美酒肥羊吧！
String = 61621,下跪求饒趁早，我#a02#手上的環刀已經等的不耐煩了！
String = 61622,在#a04#可汗的大軍前放肆，鼠輩#b02#真是膽子不小！
String = 61623,敵軍不過如此，勇士們！建功立功只在今朝！
String = 61624,我軍的鐵騎駿馬今日將踏平戰場的每一寸土地！
String = 61625,賊將看看你我軍勢，我要勝汝，猶如虎豹搏兔，汝等何不早降？
String = 61626,教吾等堂堂南人勇士對付這些飯桶，真是大材小用！
String = 61627,賊人今日既來送死，可別怪我#a02#手下不留情面。
String = 61628,爾等若可勝我，我#a02#甘願橫刀自刎，可惜爾等沒這個能耐！
String = 61629,哈哈哈！沒想到今日可將#b02#手到擒來，不如你乖乖下馬投降吧！
String = 61630,#b02#仔細看好了，這就是我們南人勇士的實力！
String = 61631,退下！退下！退下！汝等可知面前何人？我乃日出武士#a02#是也。
String = 61632,汝等逆天行事，就算上天能原諒你們，我手中的利劍也無法原諒。
String = 61633,忤逆我軍者皆是必殺的對象，制裁！
String = 61634,日出的武士擁有不滅鬥魂，汝等斷無可趁之機！
String = 61635,阻擋我軍即是拂逆天意，接受天誅吧！
String = 61636,吾等乃是必勝之武士，汝等竟還不降？
String = 61637,妾身不喜血腥，無奈為成就我軍霸業，今日唯有大開殺戒！
String = 61638,汝等將被本姑娘斬於馬前，事到如今，究竟降是不降？
String = 61639,哼！吾雖女流，但早有威名在外，#b02#敢來和我較量，實乃勇氣可嘉！
String = 61640,逆天惡賊！本姑娘要代替上天懲罰你！
String = 61641,叛賊受死！可死于本姑娘手下，汝也算三生有幸！
String = 61642,死到臨頭還要硬撐，今日就叫你知道看不起女子的下場！
String = 61643,今日除賊，誰人再敢小窺我軍之力？
String = 61644,哼！逆賊禍國殃民，死有餘辜。
String = 61645,耳聽為虛，眼見為實，原來#b02#也不過如此！
String = 61646,想贏我#a02#，再等個一百年吧！
String = 61647,順我者生，逆我者亡，閣下不會連這個道理也不懂吧？
String = 61648,狗賊嘗到我#a02#的厲害了吧？
String = 61649,天下乃是我軍的天下，爾等今日最好記住！
String = 61650,逆賊非吾敵手，今次可敗得心服口服？
String = 61651,想不到#b02#這種程度也敢來獻醜！
String = 61652,太陽的光芒照耀處盡是我軍的土地，狂妄惡徒敗之當然。
String = 61653,草原的子民永遠受戰神眷顧！
String = 61654,北方草原的軍隊是永遠不敗的！
String = 61655,展現虎豹般的勇氣，殺退軟弱的賊人！
String = 61656,汝乃螻蟻，我乃虎豹，焉有不勝之理！
String = 61657,我軍有如猛虎，汝等鼠輩如何不敗？
String = 61658,這就是大將#a02#的實力！服是不服？
String = 61659,我軍終將掌握天下，汝等何必自討苦吃。
String = 61660,區區小賊，敗之易如反掌。
String = 61661,汝今日可見識何謂巾幗不讓鬚眉？
String = 61662,吾雖一婦人，擒你#b02#尚可勝任！
String = 61663,早日向妾身投降，或可饒你一命，時至今日，你只有任憑我軍發落！
String = 61664,有什麼話到陰曹地府去和閻王說吧！
String = 61665,這就是#b02#的真功夫嗎？吾今日終於有幸領教！
String = 61666,#b03#非吾敵手，何苦前來白白送命。
String = 61667,哈哈！小娃娃羽翼未豐就想和我鬥？！
String = 61668,小賊下次先秤秤斤兩再來叫戰不遲！
String = 61669,就這麼點本事，真是浪費我的時間！
String = 61670,江山社稷怎能落入汝等一干叛賊之手！
String = 61671,這就是大名鼎鼎的#b02#嗎？當真不堪一擊！
String = 61672,#b02#實力不過如此，當真手無縛雞之力。
String = 61673,大草原的勇士們！盡情享受慶功的酒肉吧！
String = 61674,讓凱歌響徹草原吧！草原的勇士再度獲得勝利。
String = 61675,沒長眼睛的狗賊，#b02#總算見識到我北方勇士的厲害了吧？
String = 61676,枉你#b02#平日名聲顯赫，今天還不是被我南蠻之人打得落花流水！
String = 61677,哈哈哈！早說過輕視我南人是沒有好下場的！
String = 61678,吾筋骨還沒活動開，小賊到竟落下馬來了。
String = 61679,你……已經輸了。
String = 61680,哈哈哈！日出的武士永遠是勝利的一方。
String = 61681,#b02#不過爾爾，連幫我牽馬都不夠格！
String = 61682,這麼兩下子就敗下陣來，真是浪費本姑娘的青春！
String = 61683,只有這點本事也敢勞動本姑娘大駕，真是混帳！
String = 61684,今日輸給本姑娘，你服是不服？
String = 61685,吾人一片赤膽忠心，今日敗戰，有死而已。
String = 61686,吾人生平以忠義處世，今日落難，也對得起天地鬼神。
String = 61687,生死我早已置身度外，動手吧！
String = 61688,我竟敗於#b02#之手，可恨啊！
String = 61689,#a02#豈是怕死之人，要殺要剮悉聽尊便！
String = 61690,既入賊手，有死而已，我絕不投降。
String = 61691,#a03#今日竟敗於此等小賊之手，含恨啊！
String = 61692,要殺便殺，我無話可說。
String = 61693,可恨啊！
String = 61694,新增 匈奴 戰勝 義理高
String = 61695,新增 匈奴 戰勝 義理高
String = 61696,新增 匈奴 戰勝 義理高
String = 61697,新增 蠻族 戰敗 義理高
String = 61698,新增 蠻族 戰敗 義理高
String = 61699,新增 蠻族 戰敗 義理高
String = 61700,新增 倭族 戰勝 義理高
String = 61701,新增 倭族 戰勝 義理高
String = 61702,新增 倭族 戰勝 義理高
String = 61703,新增 女性 戰敗 義理高
String = 61704,新增 女性 戰敗 義理高
String = 61705,新增 女性 戰敗 義理高
String = 61706,新增 文罵 戰敗 義理低
String = 61707,新增 文罵 戰敗 義理低
String = 61708,新增 文罵 戰敗 義理低
String = 61709,新增 武罵 戰敗 義理低
String = 61710,新增 武罵 戰敗 義理低
String = 61711,新增 武罵 戰敗 義理低
String = 61712,新增 漢族 戰敗 義理低
String = 61713,新增 漢族 戰敗 義理低
String = 61714,新增 漢族 戰敗 義理低
String = 61715,新增 匈奴 戰敗 義理低
String = 61716,新增 匈奴 戰敗 義理低
String = 61717,新增 匈奴 戰敗 義理低
String = 61718,新增 蠻族 戰敗 義理低
String = 61719,新增 蠻族 戰敗 義理低
String = 61720,新增 蠻族 戰敗 義理低
String = 61721,新增 倭族 戰敗 義理低
String = 61722,新增 倭族 戰敗 義理低
String = 61723,新增 倭族 戰敗 義理低
String = 61724,新增 女性 戰敗 義理低
String = 61725,新增 女性 戰敗 義理低
String = 61726,新增 女性 戰敗 義理低
String = 61727,將軍行事磊落，吾今日敗得心服口服，告辭！
String = 61728,將軍仁義，某銘記在心，大恩不言謝，拜別！
String = 61729,當真不殺我？將軍恩德吾決不相忘！
String = 61730,本以為此番命將休矣，沒想到將軍竟肯放#a02#歸寨，大恩大德定不相忘！
String = 61731,多謝不殺之恩，#a02#必牢記將軍恩德。
String = 61732,竟然肯放我一條生路，難道#a04#才是濟世明主？
String = 61733,向聞將軍愛將之人，今日得幸一見，果真名不虛傳。
String = 61734,將軍恩德，#a02#感激不盡！
String = 61735,大恩不言謝，#a02#必牢記此事，告辭！
String = 61736,本以為再也看不到家鄉的草原，幸得將軍饒我不死。
String = 61737,將軍如此仁義，#a02#必不相忘。
String = 61738,匈奴人有恩必報，今日之事絕不敢忘
String = 61739,今吾心折服，子孫皆感將軍之恩。
String = 61740,將軍心胸原來如此寬大，#a02#幾欲錯怪……
String = 61741,將軍今日之恩，#a02#牢記於心。
String = 61742,大人的名字我#a02#不會忘記的，後會有期！
String = 61743,大人貫徹仁義之道，乃是武士中的武士，#a02#永感大恩。
String = 61744,大人恩義，#a02#永記於心。
String = 61745,將軍未因#a03#乃女兒身而有所輕視，竟放我一條生路，妾身感激不盡，告辭。
String = 61746,小女子深感將軍不殺之恩，定牢記將軍之仁義風範。
String = 61747,將軍大恩大德，小女子沒齒難忘。
String = 61748,君子報仇，十年不晚！
String = 61749,此地不宜久留，趁賊將尚未反悔，保命要緊！
String = 61750,欲擒故縱，是要存心羞辱我嗎？
String = 61751,哼！從今日開始，日夜小心自己的腦袋吧！
String = 61752,老天有眼，撿回一條命了。
String = 61753,放過我，是你今生最大的錯誤！
String = 61754,給我記住，來日吾定當前來雪恥！
String = 61755,罷了！趁此機會飛馬而逃，日後報仇不晚！
String = 61756,莫以為略施小惠，便可攏絡我#a02#。
String = 61757,此仇我必加倍奉還，待我取環刀利箭再來戰汝！
String = 61758,小賊！北方草原的勇士必不忘今日之仇！
String = 61759,污辱匈奴一族的戰士，來日必付出代價！
String = 61760,哼！別以為我#a03#會就此放過你們！
String = 61761,可惡！我必城寨請調兵馬，殲滅汝等叛賊。
String = 61762,先擒後釋，欺我南人太甚！
String = 61763,汝等婦人之仁，滅亡之日不遠。
String = 61764,哼！現在放了#a02#，他日莫要後悔！
String = 61765,放了我#a02#，來日兵臨城下，可別悔不當初。
String = 61766,沒想到竟險些喪命於此，本姑娘他日必報此深仇大恨。
String = 61767,此仇不報，本姑娘難解心頭之恨！
String = 61768,此仇不共戴天，妾身來日必雪此恨。
String = 61769,天地正氣在我心，刀斧臨頭惟一笑。
String = 61770,#a03#非是怕死之人，要殺要剮悉聽尊便！
String = 61771,背信叛主絕不是我#a02#會做的事情，動手吧！
String = 61772,既領兵為將，早有戰死沙場的覺悟！
String = 61773,廢話少說，一刀殺了我比較痛快！
String = 61774,人生在世終有一死，我#a02#今天要死得光明磊落！
String = 61775,若要屈從#b04#此等小人，#a02#情願受死！
String = 61776,要殺便殺，吾情願就死！
String = 61777,能成就大義而亡，我死而無憾！
String = 61778,我不想再見到汝等奸賊嘴臉，就算死，我也是光榮的匈奴勇士！
String = 61779,我匈奴一族豈有貪生怕死之人，給我個痛快吧！
String = 61780,廣大草原的子民絕沒有貪生怕死之輩！
String = 61781,狗賊！我軍弟兄必為我報仇雪恨！
String = 61782,南蠻勇士寧受屠戮，也要守住一片赤膽忠心！
String = 61783,今日就教汝等看看我南人寧死不屈的氣慨！
String = 61784,要殺便殺，日出的武士隨時有獻出生命的覺悟。
String = 61785,既已沙場失利，#a02#無話可說，只求一刀痛快！
String = 61786,日出的武士早有捐軀沙場的覺悟，動手吧！
String = 61787,哼！今日就讓汝等見識女子的忠肝義膽！
String = 61788,本姑娘就算只剩一縷幽魂，決不輕饒爾等逆賊！
String = 61789,與其屈身賊人，奴家寧願一死。
