[STRING]
String = 60000,阵型说明(自设武将)
String = 62034,自动册封%s官职
String = 62035,#a03#定为我军立下大功，赴汤蹈火再所不辞。
String = 62036,#a03#何德何能受此重托，吾定尽全力，以图大计。
String = 62037,若为我军功业，#a03#万死不辞。
String = 62038,#a03#粉身碎骨亦将为我军夺得天下。
String = 62039,我军之大业，吾人誓死亦将达成。
String = 62049,跟事件武将打 战前喊话 
String = 62050,将士们！建功立业的时刻到了，全军冲锋！
String = 62051,最后的胜利就在我们手中，大家冲啊！
String = 62052,退此一步，即无死所，杀！杀！杀！
String = 62053,扬名立万在今朝，大家冲啊！
String = 62054,为了我军的霸业，将士们冲啊！
String = 62055,冲啊！歼灭无道逆贼！
String = 62056,勇士们！如草原的狂风一般袭向敌军吧！
String = 62057,战神庇佑我军！勇士们冲啊！
String = 62058,冲啊！杀光软弱的敌人吧！
String = 62059,虎豹般的健儿们！冲啊！
String = 62060,让斗魂燃烧吧！全军冲锋！
String = 62061,全军冲锋！我军是无敌的！
String = 62062,将士听令！全军冲锋！
String = 62063,冲啊！此战若胜，本姑娘定以佳肴美酒犒赏三军！
String = 62064,将士们！今天我们要大开杀戒！
String = 62065,将士们！全军冲锋！
String = 62066,杀！杀！把他们杀个落花流水！
String = 62067,全部给我上！抗命者杀无赦！
String = 62068,将士们，杀得他们片甲不留！
String = 62069,打倒眼前的阻碍吧！
String = 62070,大草原的勇士们，杀啊！
String = 62071,铲除我军之敌，全军冲锋！
String = 62072,兄弟们！杀啊！
String = 62073,兄弟们！杀他们血流成河！
String = 62074,武士们！讨伐逆贼吧！
String = 62075,全军冲锋！我军必胜！
String = 62076,全军冲锋！后退者，本姑娘定不轻饶！
String = 62077,上啊！教他们知道本姑娘调兵遣将的厉害！
String = 62098,AI外交对话
String = 62099,赠送礼物
String = 62100,#b04#军 #b02# 携带礼金 %d两，前来赠礼。
String = 62101,#b02#奉#b04#之命前来赠礼，我军当如何处置？
String = 62102,#b04#麾下武将#b02#送来礼金，我军该当如何？
String = 62103,#b04#派遣#b02#前来拜访，欲献礼于我军。
String = 62104,#b04#遣#b02#为使前来赠礼，我军该当如何？
String = 62105,#b04#备礼品，遣手下#b02#前来进献。
String = 62106,我军接受#b02#赠礼，礼金纳入%s。\n
String = 62107,我方拒绝#b02#赠礼。\n
String = 62108,#a03#并非贪图礼物，只是#b04#大人如此盛意，在下只得拜领。将军远道而来，请受我军款待。
String = 62109,#b04#大人赠礼美意，#a03#不忍相拒，请将军在此稍事休息，我军当好生款待。
String = 62110,#b04#大人此礼#a03#拜纳，#b02#将军一路辛苦，吾已略备酒席，还望将军赏光。
String = 62111,#b04#大人盛意吾已拜纳，我军当款待将军，以表谢意。
String = 62112,#a03#愿款待将军，汝可回禀#b04#大人，我军拜纳赠礼。
String = 62113,区区薄礼，蒙#b04#大人不弃，望两军情谊可更加深厚，也不枉吾主一番苦心。
String = 62114,如此礼遇来使，#b04#大人乃明主也，一番盛意#a03#定回报吾主。
String = 62115,#b04#大人客气，#a03#理当为吾主传此美意。
String = 62116,多谢#b03#大人一番美意。
String = 62117,#a03#恭敬不如从命。
String = 62118,常言道无功不受禄，赠礼恕#a03#不能收下，#b02#将军请速离境，恕我军不送。
String = 62119,多谢将军一路辛苦送来赠礼，可惜#a03#不能收受此礼，将军请回，代吾谢过贵主。
String = 62120,#a03#并非贪财之辈，请将军收回礼物，速速离境。
String = 62121,我军不缺金银财宝，将军请归寨报与#b04#大人，一番好意我军心领。
String = 62122,#b02#速离吾境，两军交战岂有赠礼之事！
String = 62123,#b05#大人若坚执不受，吾也不便勉强，还望大人明了吾主一片美意，#a03#告辞。
String = 62124,吾主一番美意，#b04#大人坚执不受甚为可惜，#a02#打扰了。
String = 62125,#b05#大人枉费吾主一番苦心，在下告退。
String = 62126,#b05#大人既拒人于千里，#a03#告辞。
String = 62127,#b05#大人不受献礼，莫非意欲与我军为敌？
String = 62128,#b04#军 #b02# 前来游说关说。
String = 62129,禀主公，#b04#命#b02#前来游说，主公以为如何？
String = 62130,启禀主公，#b04#麾下#b02#欲游说进言，现正于门外等候。
String = 62131,禀主公，敌将#b02#奉#b04#之命来献说词。
String = 62132,启禀主公，#b04#欲与主公通好，遣#b02#前来游说。
String = 62133,主公可愿接见#b04#军使者#b02#，闻其游说之词？
String = 62134,我军接见#b04#军特使#b02#。\n
String = 62135,我方拒绝接见#b04#军特使#b02#。\n
String = 62136,#b05#大人当世豪杰，人所敬仰，吾主#a04#亦英雄之人，愿与大人通友好之意。
String = 62137,#b05#大人乃成大事之人，必知你我两军友好有百益而无一害，故#a03#今日特来面陈交好之意。
String = 62138,吾主敬#b05#大人仁义行径，特遣#a02#来传达友好之意，未知大人可否接受？
String = 62139,吾奉#a04#大人之命特来相告友好之意，不知#b05#大人可有同感？
String = 62140,多一个朋友，少一个敌人，双方均有益处，吾主之意，#b04#大人可明了？
String = 62141,#b03#之言与吾人所想不谋而合，两国宜共图大计。
String = 62142,将军所言极是，#a03#亦有此想。
String = 62143,此计甚妙，有劳#b02#将军回报，我军正有此意。
String = 62144,#b04#大人的好意吾岂不知，今后两国可礼尚往来也。
String = 62145,有利无害之事吾如何不从，多谢#b05#大人美意。
String = 62146,多谢#b02#将军远来通传，容吾考虑，将军请回。
String = 62147,贵主美意#a03#心领，只可惜吾未有此打算，汝请先回。
String = 62148,将军请回，此事#a03#自有主张。
String = 62149,#b04#欲与我军联合，此事断不可行，恕#a03#不能相从，汝可速回。
String = 62150,道不同不相与谋，#b02#将军请自回，恕不相送。
String = 62151,#a03#告辞，还望#b05#大人勿轻下定夺，好生思量一番。
String = 62152,#b05#大人若执意相拒，#a03#亦无能为力，告辞。
String = 62153,大人若无此意，#a03#当回报吾主，多有打扰，告辞。
String = 62154,向闻#b05#大人贤名，未想却是如此无谋之人，在下告辞。
String = 62155,#b04#何太无礼？来日必悔不当初。
String = 62156,离间武将
String = 62157,#b04#军 #b02# 离间我军武将 #a02#成功。\n
String = 62158,#a02#忠诚下降%d
String = 62160,#b04#军 #b02# 离间我军武将 #a02#失败。\n
String = 62161,#a02#忠诚上升%d\n
String = 62162,我军与#b04#军外交下降%d
String = 62163,#a03#与我日渐疏远，难道已生反叛之意？
String = 62164,#a03#言行较之往日为不同，莫非怀有异心？
String = 62165,久未闻#a03#进言，似有疏远之意。
String = 62166,#a03#态度有异，莫非有人在其耳边离间怂恿？
String = 62167,近日传闻#a03#似有异心，恐绝非捕风捉影之言。
String = 62168,启禀主公，#b04#遣#b02#前来策反末将，已为末将驱离。
String = 62169,#b04#手下#b02#欲离间吾与主公君臣之情，实可恶至极！
String = 62170,启禀主公，#b04#麾下#b02#离间末将未果，已匆匆逃离。
String = 62171,启禀主公，#b04#手下#b02#进谗言欲使吾叛离主公，已为末将驱离。
String = 62172,启禀主公，#b04#命#b02#来此行离间之计，事迹败露，已逃离我境。
String = 62173,散拨谣言
String = 62174,#b04#军 #b02#于我军辖地 %s 散播谣言。\n
String = 62175,城内武将忠诚下降 %d\n
String = 62176,民心下降 %d
String = 62177,%s太守 #a02#成功阻止#b04#军 #b02#散播谣言。\n
String = 62180,吾人辖下%s日前谣言四起，将士、百姓镇日惶惶不安，恐怕是他方奸细阴谋所致。
String = 62181,近日谣言四起，%s百姓民心动摇，吾人不可不慎。
String = 62182,敌将于我辖地%s散播流言，此地将士皆信其言，不似往日忠诚。
String = 62183,%s人心大乱，必是敌将在此地煽动人心所致。
String = 62184,吾人辖地%s恐有奸细散播流言乱我军心，不可不防。
String = 62185,#b04#麾下#b02#竟于%s散播谣言，妄图乱我军心，有我#a02#治理此地，奸计休想得逞！
String = 62186,#b04#胆敢遣#b02#来%s造谣生事，有我#a02#坐镇，奸计岂有成功之理？
String = 62187,#b04#手下#b02#竟敢在%s散播谣言，幸亏吾人识破奸计，方保辖地安定。
String = 62188,吾人识破#b05#手下的狗贼#b03#造谣之计，辖地%s平安无虞。
String = 62189,#b04#军武将#b02#造谣之计败露，已遭吾人驱离，辖地%s幸未受害。
String = 62200,山寨乱入 - 于氐根
String = 62201,#b02#将军莫怕，于氐根助你一臂！
String = 62202,受#b04#大人多番恩情，于氐根特来助战！
String = 62203,何方小贼敢挡#b04#大人兵马？于氐根断不轻饶！
String = 62204,#b02#将军莫慌，于氐根援你！
String = 62205,这种小贼不用#b02#将军出手，于氐根来就行了！
String = 62206,山寨乱入 - 难楼
String = 62207,#b02#将军莫乱阵脚，难楼援你！
String = 62208,#b02#将军莫怕，难楼前来相助！
String = 62209,受#b04#大人多番恩情，难楼根特来助战！
String = 62210,难楼特来助战！#b02#将军莫怕！
String = 62211,区区小贼，难楼替#b02#将军料理便可！
String = 62212,山寨乱入 - 褚飞燕
String = 62213,#b02#将军小歇，褚飞燕带兵来助！
String = 62214,收了#b04#大人诸多好处，褚飞燕特来报答！
String = 62215,何方鼠辈敢挡#b04#大人兵马？褚飞燕断不轻饶！
String = 62216,#b02#将军莫慌莫急，褚飞燕援你！
String = 62217,此等小辈不用#b02#将军出手，褚飞燕出手行了！
String = 62218,山寨乱入 - 郭大贤
String = 62219,何方鼠辈敢挡#b04#大人兵马？俺郭大贤可不饶你！
String = 62220,#b02#将军无需出手，俺郭大贤代你退敌！
String = 62221,哪来的浑蛋？不知道#b04#大人与俺有交情吗？
String = 62222,#b02#将军莫慌莫急，郭大贤援你！
String = 62223,酒囊饭袋何需#b02#将军出手，俺来就行了！
String = 62224,山寨乱入 - 雷公
String = 62225,雷公来援#b02#将军！鼠辈速速退兵！
String = 62226,鼠辈不用#b02#将军出手，雷公代你打发便是！
String = 62227,#b02#将军暂歇一旁，雷公代你退敌！
String = 62228,哪来不长眼的鼠辈？不知道#b04#大人是我雷公罩的吗？
String = 62229,跟#b04#大人的兵马动手就是不给雷公面子！
String = 62230,山寨乱入 - 李大目
String = 62231,大胆小辈！不知道#b04#大人与李大目有交情吗？
String = 62232,#b02#将军莫与周旋，李大目帮你退敌！
String = 62233,招惹#b04#大人，就是跟我李大目过不去！
String = 62234,#b02#将军何必出手？这些鼠辈就让李大目打发吧！
String = 62235,何方小辈敢挡#b04#大人兵马？简直不把我李大目放在眼里！
String = 62236,山寨乱入 - 区星
String = 62237,区星来援#b02#将军！鼠辈还不下马受缚？
String = 62238,#b02#将军一旁观战便可，区星代你击退鼠辈！
String = 62239,不长眼的家伙！不晓得#b04#大人是我雷公罩的吗？
String = 62240,招惹#b04#大人，存心跟我区星过不去吗？
String = 62241,#b02#将军莫慌莫急，区星援你！
String = 62242,山寨乱入 - 玲玲
String = 62243,#b02#将军休急，本姑娘援你！
String = 62244,#b04#大人对玲玲甚厚，今日特率兵来援！
String = 62245,#b04#大人是本姑娘的知己，无知下将也敢来犯！
String = 62246,冒犯#b04#大人，是存心跟本姑娘过不去吗？
String = 62247,#b02#将军莫淌混水，玲玲代你击退小辈！
String = 62248,山寨乱入 - 兰兰
String = 62249,#b02#将军无需出手，兰兰代你退敌！
String = 62250,哪来的浑蛋？不知道#b04#大人跟本姑娘有交情吗？
String = 62251,#b02#将军莫慌莫急，兰兰援你！
String = 62252,本姑娘来援#b02#将军！小辈还不下马求饶？
